"SalesID","SalePrice","MachineID","ModelID","datasource","auctioneerID","YearMade","MachineHoursCurrentMeter","UsageBand","saledate","fiModelDesc","fiBaseModel","fiSecondaryDesc","fiModelSeries","fiModelDescriptor","ProductSize","fiProductClassDesc","state","ProductGroup","ProductGroupDesc","Drive_System","Enclosure","Forks","Pad_Type","Ride_Control","Stick","Transmission","Turbocharged","Blade_Extension","Blade_Width","Enclosure_Type","Engine_Horsepower","Hydraulics","Pushblock","Ripper","Scarifier","Tip_Control","Tire_Size","Coupler","Coupler_System","Grouser_Tracks","Hydraulics_Flow","Track_Type","Undercarriage_Pad_Width","Stick_Length","Thumb","Pattern_Changer","Grouser_Type","Backhoe_Mounting","Blade_Type","Travel_Controls","Differential_Type","Steering_Controls"
1600543,23000,1342980,4750,132,99,1000,NA,"","3/9/2002 0:00","644C","644","C","","","Medium","Wheel Loader - 175.0 to 200.0 Horsepower","Oklahoma","WL","Wheel Loader","","EROPS w AC","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","20.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1713320,12500,1113941,16015,132,2,1000,NA,"","2/9/2006 0:00","MICRO","MICRO","","","","Mini","Hydraulic Excavator, Track - 0.0 to 2.0 Metric Tons","Florida","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Rubber","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1273369,12500,1264085,3243,132,1,1998,NA,"","3/5/2003 0:00","85XT","85","XT","","","","Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity","Minnesota","SSL","Skid Steer Loaders","","EROPS","None or Unspecified","","","","","","","","","","Standard","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
1712152,66000,1315297,8869,132,2,2000,NA,"","12/7/2004 0:00","JS330","JS330","","","","Large / Medium","Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons","Texas","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","32 inch","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1270147,11500,1221035,3112,132,1,1992,NA,"","2/20/1997 0:00","1845C","1845","C","","","","Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity","Texas","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Standard","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
1758652,9700,1311693,141,132,9,1000,NA,"","2/18/2004 0:00","D20A-6","D20","A","-6","","","Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower","Florida","TTT","Track Type Tractors","","OROPS","","","","","Direct Drive","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
6277314,38500,476616,1557,149,2,2008,NA,"","7/26/2011 0:00","D4GXL","D4","G","","XL","","Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower","Texas","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","4 Valve","","Multi Shank","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
4347755,22000,2305617,24810,172,1,2003,1759,"Low","9/30/2009 0:00","214L","214","L","","","","Backhoe Loader - Unidentified","Maryland","BL","Backhoe Loaders","Four Wheel Drive","EROPS w AC","None or Unspecified","None or Unspecified","No","Extended","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1521821,29000,1345026,4199,132,11,1988,NA,"","3/18/1998 0:00","E110B","E110","B","","","Small","Hydraulic Excavator, Track - 11.0 to 12.0 Metric Tons","Mississippi","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1362071,29000,883883,13854,132,7,1994,NA,"","6/9/2010 0:00","D6HII","D6","H","II","","Medium","Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower","Alabama","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","Semi U","None or Unspecified","",""
2254650,70000,827397,1263,136,5,2001,0,"","1/25/2008 0:00","330BL","330","B","","L","Large / Medium","Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons","Connecticut","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","36 inch","None or Unspecified","None or Unspecified","Yes","Double","","","","",""
1523343,60000,97205,13864,132,4,1992,NA,"","2/10/2003 0:00","D6HIIXL","D6","H","II","XL","Medium","Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower","Florida","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","Multi Shank","","","","","","","","","","","","","","None or Unspecified","Semi U","Differential Steer","",""
6260982,25000,431313,3538,149,5,1998,NA,"","12/16/2011 0:00","416C","416","C","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Connecticut","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1764918,57000,1472152,649,132,1,1995,NA,"","5/14/2002 0:00","WA600-1","WA600","","-1","","Large","Wheel Loader - 350.0 to 500.0 Horsepower","Arizona","WL","Wheel Loader","","EROPS w AC","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","29.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1461613,13000,1257441,7113,132,1,1989,NA,"","9/6/2001 0:00","426","426","","","","","Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth","Nevada","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Extended","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1325158,14000,1340570,4089,132,1,1981,NA,"","9/21/1989 0:00","D3B","D3","B","","","","Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower","Florida","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1282254,14000,1090579,3170,132,17,1989,NA,"","11/9/1999 0:00","580K","580","K","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Washington","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Extended","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1776057,22000,1340643,397,132,2,1995,NA,"","9/13/2003 0:00","PC210-5","PC210","","-5","","Large / Medium","Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons","New Jersey","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1155434,12000,1049159,16770,121,3,2010,29,"Low","6/2/2011 0:00","L2800D","L2800","D","","","","Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth","Texas","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1403484,20000,115749,7110,132,11,1986,NA,"","11/30/1994 0:00","416","416","","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Mississippi","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
4350465,41000,1703634,24720,172,1,2004,3115,"Medium","6/23/2009 0:00","446","446","","","","Medium","Wheel Loader - 175.0 to 200.0 Horsepower","California","WL","Wheel Loader","","EROPS w AC","None or Unspecified","","None or Unspecified","","","","","","","","3 Valve","","","","","23.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
2228572,95000,483600,23931,136,NA,1998,0,"","12/3/2008 0:00","140HNA","140","H","","","","Motorgrader - 170.0 to 200.0 Horsepower","Texas","MG","Motor Graders","No","EROPS w AC","","","","","None or Unspecified","","None or Unspecified","None or Unspecified","None or Unspecified","No","Base + 2 Function","None or Unspecified","Yes","Yes","None or Unspecified","None or Unspecified","","","","","","","","","","","","","","",""
1706220,19000,1034215,5162,132,1,2005,NA,"","9/18/2008 0:00","214E","214","E","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Georgia","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Powershuttle","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1681862,21000,1429162,22933,132,1,1000,NA,"","9/23/2003 0:00","EX120-3","EX120","","-3","","Small","Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons","Washington","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
2310332,35000,1304433,1557,136,1,2005,3145,"High","2/15/2010 0:00","D4GXL","D4","G","","XL","","Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower","Florida","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
1624186,14100,1547486,4603,132,9,1993,NA,"","2/18/2004 0:00","310D","310","D","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Florida","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1794124,13500,1293846,9567,132,6,1990,NA,"","12/13/1995 0:00","943","943","","","","","Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity","Kentucky","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Standard","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
1203006,14000,1029131,28709,121,3,2004,653,"Low","6/10/2010 0:00","SK1020T","SK1020","T","","","","Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity","Minnesota","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Auxiliary","","","","","","Manual","Yes","Yes","Standard","","","","","","","","","","",""
2205226,60000,1664731,13284,136,1,2006,1411,"Low","3/25/2009 0:00","821C","821","C","","","Medium","Wheel Loader - 175.0 to 200.0 Horsepower","Texas","WL","Wheel Loader","","EROPS w AC","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","23.5","Hydraulic","","","","","","","","","","","","","Standard","Conventional"
1602747,64000,1433457,14272,132,1,2002,NA,"","12/13/2006 0:00","200CLC","200","C","","LC","Large / Medium","Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons","Maryland","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","9' 6""","None or Unspecified","None or Unspecified","Double","","","","",""
1728065,65000,1546147,9125,132,2,1985,NA,"","9/12/1992 0:00","WA600","WA600","","","","Large","Wheel Loader - 350.0 to 500.0 Horsepower","Kentucky","WL","Wheel Loader","","EROPS w AC","","","","","","","","","","","2 Valve","","","","","","","","","","","","","","","","","","","",""
1139939,14000,875428,7019,121,3,2001,1204,"Medium","4/20/2006 0:00","246","246","","","","","Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity","Massachusetts","SSL","Skid Steer Loaders","","EROPS","None or Unspecified","","","","","","","","","","Auxiliary","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
2420890,71000,1690658,23752,136,1,2005,5711,"High","6/8/2010 0:00","PC300LC7L","PC300","LC","7","L","Large / Medium","Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons","Kentucky","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Auxiliary","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1569772,50000,791687,1580,132,10,2005,NA,"","5/20/2008 0:00","D5GLGP","D5","G","","LGP","","Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower","Louisiana","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
2339631,34500,1656303,4753,136,NA,1998,0,"","8/23/2008 0:00","644G","644","G","","","Medium","Wheel Loader - 175.0 to 200.0 Horsepower","California","WL","Wheel Loader","","OROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","None or Unspecified","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1657017,25500,1459508,4975,132,4,1992,NA,"","2/4/1999 0:00","FR10B","FR10","B","","","","Wheel Loader - 100.0 to 110.0 Horsepower","Florida","WL","Wheel Loader","","EROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","None or Unspecified","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1531231,25000,1502881,1035,132,1,1985,NA,"","12/14/2001 0:00","215CLC","215","C","","LC","Small","Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons","Missouri","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1313692,55000,1325297,4331,132,4,1989,NA,"","2/8/1996 0:00","IT28B","IT28","B","","","","Wheel Loader - 110.0 to 120.0 Horsepower","Florida","WL","Wheel Loader","","OROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","None or Unspecified","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1626525,21500,1214262,4640,132,1,1995,NA,"","3/13/2003 0:00","410D","410","D","","","","Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth","Illinois","BL","Backhoe Loaders","Four Wheel Drive","EROPS","None or Unspecified","None or Unspecified","No","Extended","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1505780,51000,1524599,4139,132,1,1981,NA,"","8/19/1993 0:00","D7G","D7","G","","","Large","Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower","Tennessee","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","",""
4283123,22500,2291191,4138,172,1,1975,0,"","8/23/2011 0:00","D7F","D7","F","","","Large","Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower","Texas","TTT","Track Type Tractors","","EROPS","","","","","Standard","","","","","","2 Valve","","Multi Shank","","","","","","","","","","","","","","None or Unspecified","Semi U","None or Unspecified","",""
1532520,18500,846073,7052,132,2,1994,NA,"","12/14/2002 0:00","307","307","","","","Mini","Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons","Pennsylvania","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","Manual","None or Unspecified","Double","","","","",""
